Rashad Wisdom,TB,SAF,5-9,210,6/6/2001,23,R
Robert Hainsey,TB,C,6-4,306,8/12/1998,25,4
Rodarius Williams,TB,CB,6-0,195,9/12/1996,27,3
Ryan Miller,TB,WR,6-2,221,2/20/2000,24,1
Sean Tucker,TB,RB,5-10,205,10/25/2001,22,2
Shaun Peterson Jr.,TB,LB,6-3,240,10/22/1999,24,R
Silas Dzansi,TB,OT,6-5,335,6/13/1998,26,1
SirVocea Dennis,TB,LB,6-0,230,3/9/2000,24,2
Sterling Shepard,TB,WR,5-10,196,2/10/1993,31,9
Sua Opeta,TB,OG,6-4,305,8/15/1996,27,5
Tanner Knue,TB,WR,5-11,178,11/26/1999,24,R
Tanner Taula,TB,TE,6-6,255,12/6/1998,25,1
Tavierre Thomas,TB,CB,5-10,205,3/11/1996,28,7
Trey Palmer,TB,WR,6-1,190,4/2/2001,23,2
Tristan Wirfs,TB,OT,6-5,320,1/24/1999,25,5
Tykee Smith,TB,DB,5-10,202,2/18/2001,23,R
Tyrek Funderburk,TB,CB,6-0,185,11/28/2000,23,R
Vi Jones,TB,LB,6-2,225,5/5/1998,26,2
Vita Vea,TB,DT,6-4,347,2/5/1995,29,7
William Gholston,TB,DT,6-6,281,7/31/1991,32,12
Xavier Delgado,TB,OL,6-4,329,6/20/2000,24,R
YaYa Diaby,TB,LB,6-3,270,5/30/1999,25,2
Zach Triner,TB,LS,6-3,245,1/30/1991,33,6
Zack Annexstad,TB,QB,6-3,220,4/16/2000,24,R
Zyon McCollum,TB,CB,6-2,199,5/3/1999,25,3
